Name;Passport;City from;City to;Date from;Date to;Train;Seat;Cost;Card 
Полункова София Викторовна;2493349872;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;6-62;5951;5469358476392686
Тронягин Владимир Вадимович;5101105831;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;7-56;5928;2216244566014976
Образов Иван Василиевич;6945111240;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;3-10;3075;2216249905919999
Риянова Валентина Эдуардовна;5231743206;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;10-43;6240;2279013300184602
Баслинова Клара Федоровна;2884225248;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;7-6;2013;5154290327920305
Орунов Григорий Борисович;5246721689;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;3-32;6060;5154299228146957
Гульдяшева Лариса Романовна;7749588942;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;9-6;12351;5469353444740373
Пентелева Любовь Аркадьевна;6666665519;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;4-58;6243;4279660773622635
Абидаева Марина Богдановна;5394884985;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;10-64;4605;2279019734568660
Небогин Геннадий Олегович;8608174596;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;4-74;2490;2279010922389679
Килимбаев Ярослав Вадимович;4402780879;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;1-8;5268;2279018295557073
Саслин Константин Леонидович;4589523557;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;8-69;6318;5213246877719904
Касмардина Александра Ивановна;4450060268;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;4-43;9681;4105849836082501
Кавынкин Олег Антонович;2456904210;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;1-98;3428;2279018988239734
Фонов Анатолий Алексеевич;2103348408;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;2-28;4592;5154296410104150
Редкачева Алина Вадимовна;9055385744;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;8-1;5652;4105848791947976
Скандарова Алена Эдуардовна;8893246605;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;6-58;4329;4377738071649036
Плюшин Андрей Валериевич;4611060270;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;4-81;3179;2195395388921737
Дуляпин Георгий Данилович;5794862346;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;7-52;2261;4279665248100279
Желтых Мария Ивановна;6164258326;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;2-63;3363;2279019348217862
Цыбин Яков Аркадиевич;3048765785;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;8-28;5598;2216249544313763
Буравкина Ксения Кирилловна;4495495919;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;6-43;4126;2279013024391944
Лосикова Клара Эдуардовна;9944517355;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;7-16;4531;5213245016206660
Малкодеров Борис Павлович;2395284497;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;1-67;4219;4279661521872877
Сардушкина Вера Михайловна;4740693583;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;9-29;2036;2216242078250323
Мачинский Станислав Фёдорович;5621836112;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;6-80;15652;4279667302715738
Малянов Валентин Тимофеевич;7211925139;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;1-95;10900;2216247554940507
Рулевский Василий Леонидович;2364203065;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;10-26;2003;5154298026472462
Журавский Яков Данилович;7632385578;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;10-67;11780;2195396284782447
Сыроварова Ева Романовна;9012129111;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;2-61;5609;4377738722579174
Маматов Евгений Валериевич;8807739709;Ростов-на-Дону;Воронеж;2023-11-27 22:00:00;2023-12-02 23:00:00;138;6-72;2920;5469355603555258
Башмаков Тарас Алексеевич;9326134156;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;9-74;4511;4279663852101350
Любимцев Тарас Аркадиевич;2793143197;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;10-2;3508;4377733339311230
Благушина Дарья Федоровна;1382248866;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;2-83;6363;2216248020513764
Пищенков Роман Валериевич;1729991860;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;5-22;6065;5213242448039446
Абдупбяров Виктор Юриевич;5761647237;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;7-33;4557;4279664078542288
Ширганова Клавдия Олеговна;1054828628;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;7-47;2837;2195394566033683
Бакусова Маргарита Викторовна;7520242308;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;4-6;3381;5154297566059440
Поблагуев Евгений Николаевич;1807708915;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;8-70;3442;5213248458320448
Румшиская Юлия Михайловна;1157783070;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;8-4;8494;4279666601162818
Петрачева Галина Петровна;6937562044;Ростов-на-Дону;Воронеж;2023-11-27 22:00:00;2023-12-02 23:00:00;138;9-9;4804;2216246024629015
Хамидулова Зинаида Дмитриевна;5609846962;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;2-44;4760;4377734905965831
Пшинин Ярослав Алексиевич;1412752747;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;2-67;5896;5213242213842151
Хлонов Герасим Романович;2425285387;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;6-57;2841;2216245296388036
Рапотихин Альберт Алексиевич;8998870925;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;3-44;2976;4377732792595143
Шустрякова Александра Борисовна;4813139986;Пермь;Нижний Новгород;2023-08-29 05:00:00;2023-09-04 21:00:00;702;10-49;10965;5469358457872698
Хотимский Андрей Михаилович;3236848600;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;9-23;2970;2195390500041726
Воротков Юрий Игоревич;7089682165;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;8-52;3247;2279010401918750
Юкаров Тарас Георгиевич;9068506432;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;2-26;2557;2279010340150108
Лезнева Кристина Вадимовна;2641323115;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;2-73;26860;5469355800112330
Хрипанкова Вероника Богдановна;6962509633;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;7-92;2875;4105840592551304
Оппокова Анастасия Дмитриевна;3517373025;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;7-25;3583;2216243664499264
Сунтярова Ксения Ивановна;3551882033;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;1-50;3836;5469358535004707
Греничева Ева Василевна;6535787554;Пермь;Нижний Новгород;2023-08-29 05:00:00;2023-09-04 21:00:00;702;9-70;14960;5469358644141074
Здобнова Алёна Николаевна;6952678569;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;6-46;3936;4279666187147229
Тимошишин Григорий Олегович;2307688267;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;6-54;4008;5213244013807835
Плетинский Александр Антонович;7188221839;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;3-55;3400;2279017036975881
Ленухова Ольга Богдановна;4893999886;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;4-15;6228;2216242168707380
Щеркина Полина Василевна;3029043959;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;2-4;5576;4105846348648632
Карпенков Никита Иванович;9783134335;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;2-100;13648;2195392865784299
Булышева Надежда Валерьевна;1966235375;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;9-41;3084;4279669171721822
Халошина Карина Эдуардовна;7432662068;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;9-44;3408;4105846423200029
Зезеров Валентин Денисович;4989748889;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;1-44;5045;5154296565890862
Городецкий Альберт Аркадиевич;6023752947;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;9-26;4351;5154295005718011
Амирахова Валерия Игоревна;9096714134;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;10-40;3661;4377733964913773
Чутова Галина Егоровна;3042017943;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;10-53;2659;2216248929205095
Лудякова Галина Романовна;4165466968;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;2-27;6170;2195396523465670
Кадамова Виктория Яковлевна;8439865272;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;5-21;3746;2216240446983053
Цирковский Александр Фёдорович;7314508522;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;4-90;4093;5213247636008437
Рулеткина Мария Игоревна;6643210838;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;3-67;4832;2195393421212986
Иеркулов Эдуард Аркадиевич;2838275767;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;7-39;4811;5469355755742486
Базванова Лиза Романовна;1585881137;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;6-33;11740;5213241004353975
Бибилуров Эдуард Антонович;9495242970;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;6-40;5846;2195393373314385
Чиканаков Пётр Виталиевич;4030333407;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;5-40;3166;5469358931164892
Шкапцов Яков Николаевич;5394939369;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;9-41;12299;2279019098030793
Здорников Игорь Кириллович;3322931685;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;10-43;3652;5213246867839677
Щепетнов Игорь Павлович;9913177849;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;6-95;4998;2195390120647683
Выступова Надежда Валерьевна;8003765671;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;1-77;4784;2216243513679860
Бармянцев Михаил Вадимович;4740182985;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;7-72;24793;4279664041127394
Холзакова Елизавета Валерьевна;7879364691;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;4-10;5481;2216241932012518
Галдаев Евгений Валериевич;1988255671;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;10-58;4049;2216246010561053
Братилова Александра Яковлевна;6994244749;Краснодар;Нижний Новгород;2023-09-25 11:00:00;2023-09-26 22:00:00;95;10-75;2624;2195396263336920
Квашенкова София Михайловна;7679488384;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;7-59;5486;5154297596238738
Шигунов Альберт Валериевич;7891832199;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;4-28;2267;5154296191269563
Моржухин Павел Аркадиевич;2443625063;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;1-4;3548;4105847762046041
Фиськова Ирина Михайловна;5122980685;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;10-22;4980;2195396321415627
Баглов Валентин Вадимович;9050842408;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;7-27;4378;5154294432538382
Кунтина Александра Валерьевна;7347563319;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;3-57;4532;4279669023150058
Патовина Екатерина Вадимовна;8734454628;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;1-10;3230;5469357176471255
Фурдин Виктор Тимофеевич;7479381102;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;6-67;5700;5469351261727028
Киичихина Людмила Викторовна;4895893501;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;4-90;3598;5154298793477391
Хорошавцев Евгений Викторович;7110898709;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;6-65;3108;5154297575950647
Исмагилов Эдуард Леонидович;3436041048;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;10-25;6120;5469358514855259
Хамутов Алексей Борисович;8294153818;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;7-29;6387;4377739172864634
Бикшаев Валентин Алексеевич;1453733324;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;5-27;4757;2279014810156827
Горосова Дарья Василевна;9956425235;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;8-18;3886;2216247444844654
Гадателева Вероника Дмитриевна;1778989260;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;10-90;4616;5154290467271047
Вяжлинская Любовь Алексеевна;2303671538;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;9-36;2385;2216242366431273
Переходцев Герасим Георгиевич;8864004535;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;6-35;2623;2195390663312723
Голотавин Павел Юриевич;4082545861;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;5-49;3061;2216248112729466
Брыченков Яков Михаилович;6338893291;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;4-17;3462;5213240970594194
Налицхина Алла Михайловна;5689714138;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;1-51;2271;2216248661949029
Яшагин Алексей Валериевич;1749922840;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;8-61;3510;2279017884145541
Родионычев Константин Кириллович;9377268327;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;3-69;3332;5213246075745381
Каркунова Ольга Леонидовна;5707875765;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;9-65;3988;5213244263792744
Басин Владислав Аркадиевич;8138691378;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;9-70;5187;2279012460745316
Сырошкин Федор Вадимович;1950872429;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;1-89;5791;5154293453116635
Комотин Эдуард Виталиевич;8096513543;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;6-88;3887;5154299377622178
Аверчев Дмитрий Алексеевич;1467743641;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;5-24;3612;2279013191792817
Замулаева Лариса Борисовна;6516073565;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;2-86;5938;4105840510103339
Камзолов Герасим Алексеевич;2040353964;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;5-54;3601;5154299901228025
Дывыдов Дмитрий Борисович;1198865614;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;1-27;6330;4377736066570049
Шушляпин Валерий Павлович;7403355914;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;3-24;6471;2216244951680172
Хлытчеева Раиса Федоровна;2059048687;Ростов-на-Дону;Воронеж;2023-11-27 22:00:00;2023-12-02 23:00:00;138;5-66;2374;5469357105127720
Юрданов Денис Аркадиевич;6093262908;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;6-70;6210;2195398034500168
Еманеева Инна Андреевна;9455248117;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;6-96;23972;4377733335167372
Оленькин Игорь Михаилович;2488885842;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;8-25;11082;5154292397503261
Загтрова Елизавета Эдуардовна;2069369715;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;8-73;5281;5213246232661903
Соттин Роман Валериевич;3804981007;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;8-86;3462;2279015210564778
Балбасова Любовь Олеговна;5441178075;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;8-22;3337;2195392316180508
Белебашев Николай Алексиевич;3324002338;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;5-25;3608;5154297779785550
Печникова Клавдия Кирилловна;6199250909;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;2-17;4385;2216248372535326
Клинишов Артём Виталиевич;2338745853;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;4-73;3036;2216247961700523
Заводчиков Валентин Кириллович;3614886306;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;2-80;4758;5213249332155122
Веденкин Геннадий Юрьевич;5133129519;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;3-88;2968;4279664251338091
Алгатский Антон Фёдорович;8148554785;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;2-24;4045;5469356407208066
Сырескин Яков Данилович;6689316876;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;1-58;4376;5469359588007302
Сильцова Алина Яковлевна;5879448628;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;7-43;6163;4279664363925694
Мокрышева Оксана Вадимовна;6174704499;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;8-59;3727;4377734977238894
Мередих Виталий Михаилович;5417987036;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;9-90;2313;2279016940172045
Аблынина Анастасия Олеговна;9632342181;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;3-95;4945;2279018429588924
Шагаев Григорий Кириллович;1092528477;Ростов-на-Дону;Воронеж;2023-11-27 22:00:00;2023-12-02 23:00:00;138;10-52;3943;5213242786339435
Сломинский Пётр Фёдорович;3536899036;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;1-78;4953;2216242506044399
Гачкуева Юлия Евгеньевна;6048428452;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;5-38;2953;2279013709295589
Шамаилов Виталий Леонидович;7479579285;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;4-26;3218;5154296943891583
Экимов Роман Алексиевич;1855793878;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;2-38;25153;4279664865028082
Барынкин Ярослав Максимович;3062113217;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;1-47;4500;2216248150176235
Гондюреева Полина Никитична;7345322415;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;4-97;2483;5213241680677237
Лобянова Александра Егоровна;7592043065;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;7-25;5227;2279011881775688
Шарафиева Лариса Николаевна;3833733626;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;10-44;5403;2195396692801173
Жерденкова Людмила Федоровна;1445438193;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;6-81;12675;2195394982801851
Шлетова Жанна Ивановна;9465883131;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;10-12;2701;4105844860239955
Доброодов Анатолий Василиевич;3751359651;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;7-82;4893;5469354980616020
Балкатов Игорь Михаилович;6599825207;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;6-29;4385;5213249199485059
Сабинов Ярослав Юрьевич;1811058336;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;9-85;4226;4377736960155339
Гузнова Клавдия Леонидовна;4979872993;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;10-29;2640;4377730062458816
Ханакова Елена Егоровна;9650758037;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;9-80;4555;2279015764206366
Олитская Кира Игоревна;5549133218;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;9-1;5863;2279013473740233
Тикленкова Клара Валерьевна;7582482916;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;6-68;4745;4105848252726039
Капышенков Руслан Олегович;5296281857;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;1-3;3790;2216242203238731
Дзюмина Маргарита Викторовна;4420290337;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;10-52;6299;5154299133074816
Логузев Александр Василиевич;2179352008;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;4-33;5245;2279017886560519
Шумелин Роман Алексеевич;9587897723;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;4-68;6290;4279664930644388
Шикильдина Любовь Петровна;7832035046;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;6-32;3838;4279666545556632
Миняйчева Екатерина Богдановна;1697415656;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;3-22;3368;2216248105907811
Жиромский Георгий Алексиевич;5338346874;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;3-49;3539;2279018219423839
Колюбакин Николай Денисович;1366383435;Краснодар;Нижний Новгород;2023-09-25 11:00:00;2023-09-26 22:00:00;95;3-76;4953;2216246927869962
Янгаев Тарас Антонович;1675728260;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;5-88;3377;2279014465301425
Гуликов Федор Романович;9669643876;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;3-70;2872;2216242465234328
Холявский Леонид Алексеевич;6490582753;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;10-17;4392;5154299673233077
Лутковский Дмитрий Сергеевич;4545769263;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;7-54;4355;4377733676888067
Трубехина Ольга Михайловна;2616176837;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;6-53;4580;5469350090147593
Кордумова Клара Ивановна;4596820201;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;4-70;2264;5469353035271067
Имярекова Жанна Дмитриевна;5190175982;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;9-63;4983;2279012801181938
Чекурова Ева Федоровна;7337283824;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;8-9;3601;4105849015458296
Мунерова Екатерина Никитична;7402924411;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;3-73;5564;4105846142675190
Дременков Владимир Леонидович;2210127157;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;7-64;4549;4105847807039847
Курницкий Андрей Борисович;3975773575;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;3-25;3284;2216240992188843
Папешкина Ольга Яковлевна;9629767845;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;8-49;3233;4105848893706887
Подбиралин Владимир Аркадиевич;7751479783;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;9-25;2758;2279012332412031
Лушпаев Валерий Валериевич;5625265662;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;8-96;9305;5154293961791026
Важов Ярослав Виталиевич;7411404698;Ростов-на-Дону;Воронеж;2023-11-27 22:00:00;2023-12-02 23:00:00;138;8-80;2443;5154296023325593
Длин Дмитрий Юрьевич;9178606775;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;7-62;7972;4105841646104838
Майфатова Карина Викторовна;5078773703;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;6-66;6119;4377732649042357
Пишенина Екатерина Михайловна;8901634515;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;7-66;6043;5469351828067837
Зеркалов Ярослав Николаевич;1942308252;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;5-62;5717;2216244299652613
Похмелов Владимир Георгиевич;7662820725;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;6-35;26281;5213241954350829
Тынинкина Алина Сергеевна;6881133476;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;3-64;4028;2279017327980546
Стоврогина Юлия Федоровна;8996249930;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;4-4;3781;4105847689689915
Гнездицкая Тамара Ивановна;9731667572;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;5-39;4011;4105840483982525
Злабина Лариса Максимовна;9255032639;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;8-69;4954;5154297555868500
Плакидова Карина Леонидовна;2548263012;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;6-69;4547;2216240025847040
Барынин Виталий Леонидович;1135736554;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;2-62;2018;2195390203412013
Хайдеев Павел Аркадиевич;9956320510;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;2-33;4672;2195395767156485
Кушикова Елизавета Егоровна;5642319784;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;2-50;4521;5213243719408670
Рахмотова Яна Вадимовна;9378239512;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;9-94;4033;5469354330106342
Рытин Виталий Тимофеевич;4117778707;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;8-25;3355;2195390338634349
