Name;Passport;City from;City to;Date from;Date to;Train;Seat;Cost;Card
Темяшева Наталья Сергеевна;8574103561;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;1-91;4000;5154291575408693
Кубанев Владимир Василиевич;8712825197;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;10-54;4063;2279012016373521
Кулебякин Александр Алексиевич;3608036821;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;2-96;2578;5469355876517579
Парфутина Маргарита Ивановна;6956563900;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;5-19;4831;2216243168348749
Попченкова Кристина Сергеевна;4602779783;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;5-6;4242;4279665007316178
Касуркина Алина Сергеевна;3311872237;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;9-9;5361;4377733004516002
Войтикова Марина Ивановна;9984274812;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;10-23;3393;2195396771683896
Митрушин Евгений Денисович;7298105125;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;6-86;3924;5213242628228072
Былевский Вадим Максимович;1127320174;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;3-84;3935;4105848661763314
Синещеков Алексей Павлович;2845166307;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;3-82;4963;5469354189701746
Коровочкин Игорь Виталиевич;2772573744;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;4-70;5082;5154292833444770
Пуршева Валентина Вадимовна;4666276245;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;8-77;2671;2279012355936049
Белосова Мария Никитична;1192347392;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;3-11;2402;4377733048223333
Латунов Артём Яковлевич;3070588968;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;6-8;6144;5469353050849665
Саетгариев Иван Вадимович;8418629011;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;9-21;4139;2216247358733535
Тятюшкина Галина Вадимовна;7952919654;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;10-8;3683;4377732057710578
Апакчеева Клавдия Никитична;9169179372;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;6-6;4300;2216248142148042
Евтюхов Павел Леонидович;9078541918;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;6-84;4759;5154298447681955
Бояршинов Федор Аркадиевич;4628187540;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;8-52;3303;5213240666105333
Гарпухин Виктор Денисович;6303115682;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;2-47;4954;2216242224247013
Хашунцева Мария Кирилловна;2560810796;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;10-59;14960;2279011307930635
Лабеева Ирина Василевна;6484838124;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;9-40;4265;5213245860100367
Шнерова Вера Алексеевна;9344556974;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;9-1;3363;4279663318322529
Шапилов Герасим Антонович;8208660277;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;3-78;6262;5213249239702248
Делянова Ольга Егоровна;7955272630;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;9-22;5984;5213246926436023
Котлярская Клара Дмитриевна;4210743800;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;10-48;6405;2195396549043592
Нарынская Алёна Ивановна;1774755035;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;6-18;5178;5213244618211151
Скобелкин Альберт Сергеевич;4685291300;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;8-29;3663;5154292871337372
Куприн Илья Денисович;4057949965;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;7-63;5681;2279017365887171
Колгалов Антон Аркадиевич;4411139470;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;10-44;4323;5469351925367950
Прясупов Григорий Олегович;5792645636;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;1-1;4544;5154293046650292
Алкимова Виктория Федоровна;6533536801;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;6-68;4117;5469358739725858
Викоторова Алёна Вадимовна;2378634395;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;8-51;7423;5213243649713399
Роботягова Инна Федоровна;9186914627;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;3-53;5647;5154297784805041
Шкудин Виталий Тимофеевич;2388046253;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;8-79;6390;2279019642423974
Глодовский Кирилл Василиевич;3446967572;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;2-78;4701;2216243035103927
Перваков Владислав Максимович;1211218328;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;9-17;4464;2216245630317866
Бойных Виолетта Леонидовна;6741524839;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;3-17;3041;5154290690188076
Берлявский Вячеслав Фёдорович;5355643760;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;1-16;3054;5213247060688002
Ножевщиков Андрей Юриевич;3885988597;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;10-91;12099;5213240789770277
Уралев Игорь Юриевич;2140232086;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;5-93;3908;2195391418073573
Ченин Андрей Виталиевич;4018543858;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;5-49;5978;4105840905896716
Тараносова Жанна Валерьевна;1186126628;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;5-45;6452;2216244568757984
Шаборшина Надежда Василевна;4661249439;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;4-97;4788;5213243970292907
Замилацков Павел Денисович;4571928363;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;9-16;3742;5213240771280045
Харяков Борис Евгеньевич;3110481387;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;8-96;3694;5154290714005127
Чекматова Карина Богдановна;9905412927;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;4-54;3495;2279014946906726
Бешагина Виолетта Богдановна;4926819593;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;7-73;3074;5213243027203360
Ханжиев Михаил Юриевич;6854740351;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;4-55;2328;2216243504026609
Кутоманов Леонид Василиевич;8488520342;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;7-67;3506;5154294966468325
Ирмияев Кирилл Адамович;5764890924;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;1-53;2854;4105847399187234
Бердоносов Евгений Адамович;2391356034;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;10-19;2736;5154295697663463
Абадашев Михаил Михаилович;4807829247;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;6-44;5947;2195393229128088
Судьяров Степан Романович;4543813942;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;8-77;6172;4279665606201347
Хасминский Павел Иванович;9085051814;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;10-26;5047;2279018172362293
Ивянский Александр Романович;6077309984;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;8-50;4816;5154293425935609
Корнюхова Лариса Василевна;2342116422;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;10-31;4967;4279668873684600
Злотников Евгений Юрьевич;2652652560;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;8-14;4280;2279018988453151
Непеина Вероника Ивановна;1106978728;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;1-75;3728;5154295561925622
Подруева Вера Петровна;9280569573;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;1-97;4734;5213243733696188
Ралимова Алёна Борисовна;6960736269;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;2-50;5273;4105847681744932
Присветова Ольга Максимовна;5134328849;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;9-46;2408;2195390190982055
Мурзакаев Станислав Викторович;8633406694;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;7-26;6453;2195394974625049
Ижбулдин Павел Алексеевич;1893891633;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;6-22;4094;2279011789364661
Животворов Эдуард Романович;4100417108;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;9-88;3584;2216240931499690
Манехин Владислав Павлович;4854590572;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;1-93;2619;2195397221037561
Мансиков Владислав Денисович;1148111147;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;10-93;5335;5154290703680221
Жизнева Маргарита Леонидовна;9361929964;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;1-95;3488;4377734543222444
Кумарина Кира Алексеевна;4382440897;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;3-95;4597;2279010565925061
Корсунский Артур Фёдорович;9882120919;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;1-2;4923;5469351090311845
Бусова Инна Игоревна;9255398102;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;8-16;5140;5154297063882579
Домикова Наталия Кирилловна;8686944174;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;4-35;3984;2216240090306792
Пороховина Валентина Игоревна;4469777644;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;4-64;4364;2195396673659784
Сосейкина Алина Вадимовна;4481621435;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;6-21;14723;2279012756807818
Анзимирова Елизавета Андреевна;1071296973;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;3-69;4643;2279015204861394
Симков Владислав Георгиевич;3985306070;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;7-65;2008;5154299313196321
Альвинова Клавдия Егоровна;2187288163;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;2-6;2391;2279017657044188
Иосифов Максим Данилович;9834398199;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;10-58;5225;2195399056997347
Тодорова Валентина Николаевна;2184200728;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;10-65;4556;5469352486280383
Хижнева София Михайловна;5500810192;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;9-2;4740;2216240467660991
Утукин Ярослав Борисович;2730576063;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;5-81;5960;2216243521088651
Лагвилова Марина Валерьевна;3960659179;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;2-37;4447;4279669013285283
Семчурин Артур Данилович;5331607183;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;6-32;3131;2195394432495958
Чертухин Никита Олегович;3433756985;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;6-33;3290;4377733054252170
Лукошков Тарас Вадимович;5781405663;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;8-98;3161;4105842471051185
Гиляшова Дарья Эдуардовна;5007913166;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;1-80;2117;5154298783576744
Рясов Геннадий Юрьевич;8479313373;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;2-38;3054;2195393336752009
Силенский Никита Виталиевич;7069594179;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;5-91;4912;5154293647515187
Стефанков Эдуард Андреевич;6979467256;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;2-67;2526;4377730486906972
Шалчков Пётр Тимофеевич;2602482592;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;2-72;3313;2279015384893255
Решитов Юрий Яковлевич;6345258303;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;3-10;4261;5154290617852621
Кокарева Наталья Никитична;2814427681;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;2-81;2483;2216241235604704
Буланов Ярослав Тимофеевич;6115449525;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;7-62;3507;2279015286296919
Котонаев Павел Максимович;7448700828;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;7-70;4115;4377731335493700
Рядных Людмила Николаевна;4083685039;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;4-84;5885;5154290227496035
Дианин Вадим Данилович;8707378505;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;4-100;4087;5213243731899106
Токташов Антон Павлович;9481066517;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;7-13;6394;4377738104259925
Суфияров Ярослав Алексеевич;6015321582;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;9-5;3062;5154299869025107
Крудакова София Егоровна;5819752286;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;10-42;4406;2195391289714251
Алнатова Виолетта Олеговна;1960123802;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;2-31;3384;5469352846430419
Крживицкая Полина Евгеньевна;3251614031;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;9-72;5183;4377735054709148
Мишунина Александра Богдановна;9241096602;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;2-21;4712;5469350314862514
Зебелев Пётр Сергеевич;5036801473;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;7-45;4935;5469353928497782
Скидкова Ирина Ивановна;5865045918;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;6-79;3316;4279663169784458
Амбарцумов Валентин Алексиевич;1224161828;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;8-20;3056;5469350379583887
Коленская Алена Ивановна;3884873780;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;4-49;4132;2216246858405769
Сувков Аркадий Фёдорович;5707681809;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;9-26;4053;2216241202517884
Чабыкин Вадим Тимофеевич;4563503176;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;4-79;4868;5213241895607936
Вертикова Карина Николаевна;3340520276;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;7-35;5999;2279018176308285
Ситалов Георгий Вадимович;9036934181;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;2-98;12904;5469356134759644
Тращтнский Иван Тимофеевич;5137444900;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;1-11;4579;4105848122910116
Норцева Ева Максимовна;3497802706;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;2-38;4927;5213241728447409
Смольцев Тарас Максимович;2593549616;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;10-72;4538;2216249554945659
Челекова Вера Валерьевна;9389762023;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;2-38;5136;5154291550046222
Глагоцкий Владислав Андреевич;4294113288;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;9-13;4863;4105844906250790
Желобецкий Никита Максимович;5569178336;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;5-1;4475;2216242153864408
Солидов Станислав Тимофеевич;9445965079;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;7-28;6169;2216247086625112
Петронкин Станислав Леонидович;2777269948;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;9-3;2499;2279014240519712
Агадов Леонид Виталиевич;1788025669;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;6-13;3058;4105846771202023
Дамдинова Полина Олеговна;7779885482;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;10-30;2023;5213247256698035
Гриськова Клара Петровна;9103484658;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;2-98;4104;4279669796536121
Ризаханова Алена Евгеньевна;1836505507;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;3-79;6228;4279665661569973
Матрозаев Антон Адамович;7286342147;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;6-35;5007;4279662676648626
Здоровцев Пётр Борисович;8546464248;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;2-72;4007;5154295023940916
Сейлов Тарас Яковлевич;3113457862;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;10-93;4930;4377737163323822
Дорукова Валерия Олеговна;9039479240;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;8-53;6180;5154298273382368
Понсреров Евгений Олегович;8805862437;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;10-74;5952;5469359203159760
Машимова Зинаида Романовна;1663447343;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;8-31;4132;5213246768190158
Хамурзаев Владислав Сергеевич;6386743822;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;10-72;3908;4105847934417157
Прохоцкий Игорь Иванович;7770822823;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;2-10;4922;2195395786831466
Цитрин Дмитрий Яковлевич;2041375723;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;10-75;2395;2279015499459202
Набугронов Юрий Виталиевич;1308727095;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;6-21;5833;4279664560605390
Корниенков Антон Романович;1929009438;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;8-70;3805;4105848349637977
Юлианов Степан Иванович;1562863293;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;2-14;3948;5154293296296405
Супина Катерина Леонидовна;1636835359;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;2-12;4445;2216246726463554
Брайцова Кира Валерьевна;2553713604;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;5-5;2715;2195399147251914
Матиев Константин Петрович;1093455452;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;4-63;2743;2195392837968789
Зубарев Василий Николаевич;1856620247;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;7-7;6319;2195398761418963
Фешков Владимир Алексиевич;5151416098;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;4-24;4924;2279018611058643
Короблев Федор Романович;5612531580;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;10-85;2325;4279665316069320
Закирьянов Павел Андреевич;3042898866;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;3-7;6266;4377733579519738
Мирекова Дарья Петровна;9629308888;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;2-21;6005;4279665882864374
Корянина Вера Викторовна;1437813775;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;10-47;5525;4279669548727174
Галабузина Виктория Богдановна;6510210024;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;1-95;5838;4377730972487345
Нодова Алёна Николаевна;1974691043;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;6-89;4368;5469350872085344
Педунова Инна Дмитриевна;6619249149;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;1-47;4799;2195391602223186
Велидов Станислав Борисович;7082899721;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;5-29;4074;2216242816827912
Царбаев Григорий Андреевич;6262334260;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;8-11;10314;5469359258475084
Бездуганов Юрий Евгеньевич;5139455122;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;3-2;4247;4377737342161183
Луканидин Евгений Вадимович;5107797669;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;8-69;3629;2195397241360586
Ширишцкий Павел Вадимович;7622386178;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;7-21;4727;2216246781062155
Щичилин Борис Николаевич;7920968762;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;6-39;8163;2216241133286704
Незаленов Виталий Данилович;5884897444;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;4-68;4045;2195390084029354
Мелканин Вадим Максимович;3542839958;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;2-32;5444;4105848484638080
Рифонова Любовь Василевна;6381418124;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;10-28;3563;2279018889735685
Петрунькин Семён Аркадиевич;6032559300;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;4-74;6619;5213246811498866
Баймешев Юрий Валериевич;8378461922;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;8-7;6923;2195390181291166
Парайский Герасим Олегович;7678826058;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;6-18;2116;2216242380067991
Косичкова Алёна Николаевна;2620581342;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;2-65;2003;5154299830296839
Носалев Владимир Сергеевич;3670852378;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;5-52;5960;2216240476128475
Дмитрикова Ольга Олеговна;1440807727;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;10-60;5722;4377735033686988
Дробинин Павел Фёдорович;5433754175;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;8-26;6291;5154295984971667
Шубенин Григорий Борисович;7391988835;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;1-59;5876;2195396058981268
Карлушин Альберт Андреевич;1257989517;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;4-84;3655;4377731373198938
Пачушкина Ксения Аркадьевна;5161881229;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;7-48;5564;5469350358459357
Куксенкова Наталья Дмитриевна;4936368203;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;10-54;3579;4279662063373088
Любатова Зинаида Василевна;8034628927;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;9-81;4031;2216240721865173
Доламанова Евгения Алексеевна;8124982208;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;10-23;4705;2279012088277542
Зезюлькина Ксения Николаевна;6144272044;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;9-90;5493;2195398144357623
Шушляников Виталий Фёдорович;8303675058;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;8-8;5490;5154294750968061
Алекперов Альберт Викторович;3805104712;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;7-42;4251;5213248008019464
Булхова Дарья Романовна;9456535262;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;3-44;3001;5213248405229898
Алимовская Юлия Борисовна;7626655712;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;8-22;4706;5154291081439683
Юринов Юрий Кириллович;7425577481;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;4-97;3664;5154294973390667
Щеглев Семён Викторович;8931224199;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;3-53;4328;2195395468945550
Иваськова Марина Леонидовна;5845340193;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;4-69;2106;2216242980779341
Еловенков Юрий Аркадиевич;7976565456;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;7-18;4706;2279019723691746
Калялин Максим Тимофеевич;6932820194;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;5-25;4109;5154290701964779
Гармашов Михаил Сергеевич;1634953243;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;9-53;2542;4105844632171106
Комалов Илья Аркадиевич;1682002125;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;3-85;4570;4377730149674593
Инцертов Евгений Михаилович;7797696037;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;8-28;5058;5213245857392836
Шкуричев Леонид Петрович;7051408317;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;8-77;5150;2195397068601975
Команенков Вячеслав Иванович;8920154195;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;7-90;2531;2195398542095440
